category,Event,Customer_IP,Event_Time,Product_ID,Quantity,Collection_Name,Search_Term,Time_On_Page,Product_Name,session,Customer_ID,Customer_Name
Engagement,Cart Add,49.47.217.210,2025-01-24 08:16:17.062000+00:00,14957815824765.0,1.0,,,,DIAMOND 77 CST,1,,
Engagement,Home,49.47.217.210,2025-01-24 08:23:37.267000+00:00,,,,,1194.155,,1,,
Engagement,Home,49.47.217.210,2025-01-24 08:30:09.555000+00:00,,,,,1.705,,1,,
Engagement,Home,49.47.217.210,2025-01-24 08:35:08.768000+00:00,,,,,0.331,,1,,
Engagement,Home,49.47.217.210,2025-01-24 08:35:48.679000+00:00,,,,,40.442,,1,,
Engagement,Home,49.47.217.210,2025-01-24 08:37:34.987000+00:00,,,,,513.043,,1,,
Engagement,Collection,49.47.217.210,2025-01-24 08:41:13.074000+00:00,,,premium-assortment,,211.798,,1,,
Engagement,Collection,49.47.217.210,2025-01-24 10:02:56.625000+00:00,,,premium-assortment,,5227.357,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:09:13.294000+00:00,,,,,0.439,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:35:57.474000+00:00,,,,,293.78,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:41:54.100000+00:00,,,,,698.74,,2,,
Engagement,Cart,49.47.217.210,2025-01-24 10:42:58.895000+00:00,,,,,58.128,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:59:56.458000+00:00,,,,,19.065,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:59:56.537000+00:00,,,,,0.217,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:59:56.752000+00:00,,,,,0.214,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:59:56.768000+00:00,,,,,0.311,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:59:57.027000+00:00,,,,,0.276,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:59:57.322000+00:00,,,,,0.295,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:59:57.586000+00:00,,,,,0.264,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:59:57.845000+00:00,,,,,0.259,,2,,
Engagement,Home,49.47.217.210,2025-01-24 10:59:58.105000+00:00,,,,,0.26,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:00:00.991000+00:00,,,,,0.049,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:00:39.572000+00:00,,,,,34.833,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:00:39.605000+00:00,,,,,0.15,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:00:39.757000+00:00,,,,,0.152,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:00:39.883000+00:00,,,,,0.125,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:00:39.890000+00:00,,,,,0.2,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:00:40.026000+00:00,,,,,0.144,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:00:40.180000+00:00,,,,,0.154,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:08:09.431000+00:00,,,,,447.006,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:08:18.941000+00:00,,,,,7.655,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:08:19.057000+00:00,,,,,0.148,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:08:19.204000+00:00,,,,,0.147,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:08:19.267000+00:00,,,,,0.158,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:08:19.344000+00:00,,,,,0.14,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:08:19.500000+00:00,,,,,0.156,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:08:19.616000+00:00,,,,,0.146,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:08:19.636000+00:00,,,,,0.136,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:08:19.768000+00:00,,,,,0.131,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:08:19.911000+00:00,,,,,0.144,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:09:13.318000+00:00,,,,,50.69,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:09:13.443000+00:00,,,,,0.145,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:09:13.595000+00:00,,,,,0.152,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:09:13.651000+00:00,,,,,0.156,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:09:13.728000+00:00,,,,,0.133,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:09:13.863000+00:00,,,,,0.135,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:09:13.996000+00:00,,,,,0.133,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:09:14.036000+00:00,,,,,0.157,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:09:14.128000+00:00,,,,,0.132,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:10:59.226000+00:00,,,,,50.27,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:10:59.239000+00:00,,,,,0.179,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:10:59.385000+00:00,,,,,0.146,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:10:59.537000+00:00,,,,,0.152,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:10:59.560000+00:00,,,,,0.18,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:10:59.676000+00:00,,,,,0.139,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:10:59.832000+00:00,,,,,0.156,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:10:59.959000+00:00,,,,,0.127,,2,,
Engagement,Home,49.47.217.210,2025-01-24 11:11:37.310000+00:00,,,,,27.012,,2,,
Engagement,Home,49.47.217.210,2025-01-24 12:16:14.236000+00:00,,,,,171.872,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:22:49.278000+00:00,,,,,178.977,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:25:45.906000+00:00,,,,,2.987,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:40:50.454000+00:00,,,,,925.487,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:42:54.162000+00:00,,,,,7.391,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:42:56.035000+00:00,,,,,2.179,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:42:57.718000+00:00,,,,,1.683,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:42:58.884000+00:00,,,,,1.166,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:42:59.084000+00:00,,,,,0.2,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:42:59.236000+00:00,,,,,0.152,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:03.319000+00:00,,,,,4.083,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:03.499000+00:00,,,,,0.18,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:03.685000+00:00,,,,,0.186,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:03.859000+00:00,,,,,0.174,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:03.985000+00:00,,,,,0.126,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:04.151000+00:00,,,,,0.166,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:04.326000+00:00,,,,,0.175,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:04.485000+00:00,,,,,0.159,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:04.619000+00:00,,,,,0.134,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:04.965000+00:00,,,,,0.346,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:05.304000+00:00,,,,,0.339,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:05.467000+00:00,,,,,0.163,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:43:05.629000+00:00,,,,,0.162,,3,,
Engagement,Home,49.47.217.210,2025-01-24 12:47:28.441000+00:00,,,,,1301.454,,3,,
Engagement,Cart,49.47.217.210,2025-01-24 12:51:12.313000+00:00,,,,,36.332,,3,,
Engagement,Cart,49.47.217.210,2025-01-24 13:00:00.598000+00:00,,,,,501.82,,3,,
Engagement,Home,83.82.185.110,2025-01-24 12:44:40.183000+00:00,,,,,4.231,,1,,
